protobuf-c 1.4.1-2
proxychains-ng 4.16-2
psmisc 23.6-1
pugixml 1.13-1
python 3.11.3-2
python-argcomplete 2.0.0-2
python-autocommand 2.2.2-4
python-cairo 1.23.0-6
python-capng 0.8.3-2
python-certifi 2023.07.22-1
python-chardet 5.1.0-3
python-click 8.1.5-1
python-cssselect 1.2.0-3
python-dateutil 2.8.2-5
python-distro 1.8.0-3
python-dlib 19.24.2-1
python-face_recognition 1.3.0-1
python-face_recognition_models 0.3.0-1
python-fastjsonschema 2.18.0-1
python-gobject 3.44.1-4
python-idna 3.4-3
python-inflect 6.1.0-1
python-jaraco.context 4.3.0-3
python-jaraco.functools 3.8.0-1
python-jaraco.text 3.11.1-3
python-lxml 4.9.2-3
python-markdown 3.4.3-2
python-more-itertools 9.1.1-4
python-nautilus 1:1.2.3-7
python-npyscreen 4.10.5-8
python-numpy 1.25.1-1
python-opencv 4.8.0-3
python-ordered-set 4.1.0-4
python-packaging 23.1-1
python-pikepdf 8.2.1-1
python-pillow 10.0.0-2
python-pipx 1.2.0-1
python-platformdirs 3.9.1-1
python-pooch 1.7.0-4
python-pydantic 1.10.9-1
python-pygments 2.15.1-1
python-pyqt5 5.15.9-2
python-pyqt5-sip 12.12.2-1
python-pyxdg 0.28-2
python-requests 2.28.2-4
python-scipy 1.11.1-1
python-setuptools 1:68.0.0-1
python-six 1.16.0-8
python-tomli 2.0.1-3
python-trove-classifiers 2023.7.6-1
python-typing_extensions 4.7.1-1
python-urllib3 1.26.15-1
python-userpath 1.8.0-2
python-validate-pyproject 0.13-1
python-yaml 6.0-3
python2 2.7.18-9
qpdf 11.5.0-1
qpdfview-bzr 2153-1
qrencode 4.1.1-2
qt5-base 5.15.10+kde+r135-1
qt5-declarative 5.15.10+kde+r29-1
qt5-location 5.15.10+kde+r4-2
qt5-multimedia 5.15.10+kde+r3-1
qt5-script 5.15.14-2
qt5-speech 5.15.10+kde+r1-1
qt5-svg 5.15.10+kde+r8-1
qt5-tools 5.15.10+kde+r3-1
qt5-translations 5.15.10-1
qt5-wayland 5.15.10+kde+r52-1
qt5-webchannel 5.15.10+kde+r3-1
qt5-webengine 5.15.14-4
qt5-x11extras 5.15.10-1
qt5ct 1.7-1
qt6-5compat 6.5.2-1
qt6-base 6.5.2-1
qt6-charts 6.5.2-1
qt6-declarative 6.5.2-1
qt6-imageformats 6.5.2-1
qt6-multimedia 6.5.2-1
qt6-multimedia-ffmpeg 6.5.2-1
qt6-positioning 6.5.2-1
qt6-serialport 6.5.2-1
qt6-svg 6.5.2-1
qt6-translations 6.5.2-1
qt6-wayland 6.5.2-1
qt6ct 0.8-6
quazip-qt6 1.4-1
ragel 6.10-3
raptor 2.0.16-3
rasqal 1:0.9.33-6
rav1e 0.6.6-1
re2 1:20230301-1
readline 8.2.001-2
redland 1:1.0.17-8
ripgrep 13.0.0-3
rnnoise 0.4.1-1
rsync 3.2.7-4
rtkit 0.13-2
rtmpdump 1:2.4.r99.f1b83c1-2
run-parts 5.5-1
rustup 1.26.0-3
s2n-tls 1.3.47-1
sbc 2.0-1
sdl2 2.28.1-1
seahorse 1:43.0-2
sed 4.9-3
serd 0.30.16-1
serf 1.3.9-8
shaderc 2023.3-1
shadow 4.13-2
shared-mime-info 2.2+13+ga2ffb28-1
slang 2.3.3-2
smbclient 4.18.5-2
snappy 1.1.9-2
sord 0.16.14-1
sound-theme-freedesktop 0.8-5
soundtouch 2.3.2-1
spandsp 0.0.6-5
speex 1.2.1-1
speexdsp 1.2.1-1
spirv-tools 2022.4-1
sqlite 3.42.0-1
squid 6.1-1
sratom 0.6.14-1
srt 1.5.2-1
sshuttle 1.1.1-2
startup-notification 0.12-8
stellarium 23.2-1
stoken 0.92-4
subversion 1.14.2-8
sudo 1.9.14.p2-1
suil 0.10.18-1
suitesparse 7.1.0-2
sushi 44.2-1
svt-av1 1.6.0-1
svt-hevc 1.5.1-2
systemd 253.7-1
systemd-libs 253.7-1
systemd-sysvcompat 253.7-1
taglib 1.13.1-1
tailscale 1.46.0-1
talloc 2.4.1-1
tar 1.34-2
tcl 8.6.13-1
tdb 1.4.9-1
telegram-desktop 4.8.7-2
tevent 1:0.15.0-1
texinfo 7.0.3-1
texlive-installer 2023-4
texstudio 1:4.5.2-1
thin-provisioning-tools 1.0.4-1
tilda 1.5.4-1
tilix 1.9.5-8
tk 8.6.13-1
totem-pl-parser 3.26.6-2
tpm2-tss 4.0.1-1
tracker3 3.5.3-2
tracker3-miners 3.5.2-2
transmission-gtk 4.0.3-1
tree-sitter 0.20.10-1
tslib 1.22-1
ttf-fira-code 6.2-2
ttf-hack 3.003-6
ttf-nerd-fonts-symbols 3.0.2-1
ttf-nerd-fonts-symbols-common 3.0.2-1
ttf-opensans 1.101-2
ttf-roboto 2.138-4
tun2socks 2.4.1-1
twolame 0.4.0-3
tzdata 2023c-2
udisks2 2.9.4-4
unbound 1.17.1-2
unibilium 2.1.1-1
unzip 6.0-19
upower 1.90.2-1
uriparser 0.9.7-1
usbmuxd 1.1.1-3
util-linux 2.39.1-1
util-linux-libs 2.39.1-1
v4l-utils 1.24.1-2
vamp-plugin-sdk 2.10.0-2
vid.stab 1.1.1-1
vkd3d 1.7.1-1
vlc 3.0.18-13
vmaf 2.3.1-1
vnstat 2.10-1
volume_key 0.3.12-8
vpnc 1:0.5.3.r526.r213-1
vte-common 1:0.72.2-2
vte3 1:0.72.2-2
vtk 9.2.6-7
vulkan-headers 1:1.3.257-1
vulkan-icd-loader 1.3.255-1
vulkan-intel 23.0.4-3
wavpack 5.6.0-1
wayland 1.22.0-1
wayland-protocols 1.32-1
webkit2gtk 2.40.4-1
webkit2gtk-4.1 2.40.4-1
webkitgtk-6.0 2.40.4-1
webp-pixbuf-loader 0.2.4-1
webrtc-audio-processing 0.3.1-3
wemeet-bin 3.15.1.400-2
wget 1.21.4-1
which 2.21-6
wildmidi 0.4.5-2
wimlib 1.14.1-1
wireplumber 0.4.14-1
woff2 1.0.2-4
wpa_supplicant 2:2.10-8
wpebackend-fdo 1.14.2-1
wqy-microhei 0.2.0_beta-11
wxwidgets-common 3.2.2.1-2
wxwidgets-gtk3 3.2.2.1-2
x264 3:0.164.r3095.baee400-4
x265 3.5-3
xcb-imdkit 1.0.5-1
xcb-proto 1.15.2-3
xcb-util 0.4.1-1
xcb-util-cursor 0.1.4-1
xcb-util-image 0.4.1-2
xcb-util-keysyms 0.4.1-4
xcb-util-renderutil 0.3.10-1
xcb-util-wm 0.4.2-1
xclip 0.13-4
xcursor-breeze 5.27.6-1
xdg-dbus-proxy 0.1.4-1
xdg-desktop-portal 1.16.0-3
xdg-desktop-portal-gnome 44.2-0
xdg-desktop-portal-gtk 1.14.1-1
xdg-utils 1.1.3+25+g8ae0263-1
xdotool 3.20211022.1-1
xf86-input-libinput 1.3.0-1
xfsprogs 6.3.0-2
xkeyboard-config 2.39-1
xmlsec 1.2.37-1
xorg-fonts-encodings 1.0.7-1
xorg-server 21.1.8-2
xorg-server-common 21.1.8-2
xorg-setxkbmap 1.3.4-1
xorg-xev 1.2.5-1
xorg-xhost 1.0.9-1
xorg-xkbcomp 1.4.6-1
xorg-xmodmap 1.0.11-1
xorg-xprop 1.2.6-1
xorg-xrdb 1.2.2-1
xorg-xset 1.2.5-1
xorg-xwayland 23.1.2-1
xorg-xwininfo 1.1.6-1
xorgproto 2023.2-1
xpad 5.8.0-1
xvidcore 1.3.7-2
xxd-standalone 9.0.1383-1
xxhash 0.8.1-4
xz 5.4.3-1
yay 12.1.0-1
yelp 42.2-2
yelp-xsl 42.1-1
zbar 0.23.90-3
zeromq 4.3.4-4
zhumu 5.5.188.0612-1
zimg 3.0.5-1
zip 3.0-10
zlib 1:1.2.13-3
zoom 5.15.5-1
zsh 5.9-4
zstd 1.5.5-1
zvbi 0.2.41-1
zxing-cpp 2.1.0-1
zziplib 0.13.72-2
